,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,bed_type,minimum_nights,price,price_pred
3002,strict_14_with_grace_period,f,2.0,Bernal Heights,Apartment,Entire home/apt,7.0,3.0,4.0,Real Bed,4.0,280.0,332.76358
4765,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,1.0,79.0,87.17423
1375,strict_14_with_grace_period,f,1.0,Parkside,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,31.0,130.0,167.46196
4743,moderate,t,12.0,Bayview,Guest suite,Entire home/apt,3.0,2.0,2.0,Real Bed,30.0,185.0,110.445816
3197,strict_14_with_grace_period,f,1.0,Russian Hill,House,Entire home/apt,8.0,5.0,5.0,Real Bed,3.0,750.0,899.8966
486,flexible,f,1.0,Bernal Heights,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,145.0,151.6688
3603,moderate,f,10.0,Lakeshore,Guest suite,Private room,2.0,1.0,1.0,Real Bed,1.0,65.0,72.557014
3254,flexible,t,1.0,Ocean View,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,149.0,97.85013
4017,moderate,t,1.0,Inner Richmond,Condominium,Entire home/apt,6.0,3.0,5.0,Real Bed,3.0,330.0,414.43777
5615,flexible,t,1.0,Haight Ashbury,Condominium,Entire home/apt,6.0,2.0,2.0,Real Bed,1.0,450.0,309.768
3410,strict_14_with_grace_period,f,3.0,Marina,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,1.0,150.0,369.04697
2485,flexible,f,1.0,Mission,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,31.0,165.0,160.21837
198,strict_14_with_grace_period,f,1.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,160.0,181.608
4631,moderate,t,1.0,Parkside,House,Private room,2.0,1.0,2.0,Real Bed,3.0,79.0,84.474014
3048,flexible,t,12.0,Financial District,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,1.0,109.0,121.03757
4452,moderate,f,1.0,Noe Valley,Townhouse,Entire home/apt,4.0,2.0,2.0,Real Bed,3.0,150.0,266.76358
73,strict_14_with_grace_period,t,4.0,Mission,Apartment,Private room,1.0,1.0,1.0,Real Bed,2.0,99.0,96.08193
2198,strict_14_with_grace_period,f,68.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,2.0,Real Bed,2.0,180.0,166.71356
3469,strict_14_with_grace_period,t,6.0,Bayview,House,Private room,1.0,1.0,1.0,Real Bed,1.0,50.0,59.224632
3618,moderate,f,3.0,Castro/Upper Market,House,Entire home/apt,8.0,3.0,4.0,Real Bed,2.0,450.0,438.124
3882,strict_14_with_grace_period,f,4.0,Outer Mission,House,Private room,1.0,1.0,1.0,Real Bed,30.0,67.0,59.73599
4953,flexible,t,1.0,Bernal Heights,Apartment,Private room,2.0,1.0,1.0,Real Bed,4.0,80.0,121.93158
1452,super_strict_30,f,82.0,Downtown/Civic Center,Serviced apartment,Entire home/apt,4.0,0.0,2.0,Real Bed,1.0,249.0,219.38022
2953,strict_14_with_grace_period,f,1.0,Outer Sunset,House,Entire home/apt,4.0,2.0,3.0,Real Bed,3.0,285.0,209.3814
2606,flexible,t,5.0,Noe Valley,House,Private room,2.0,1.0,1.0,Real Bed,1.0,105.0,106.156105
1038,moderate,f,8.0,Outer Mission,Apartment,Private room,6.0,2.0,3.0,Real Bed,1.0,170.0,183.03122
5610,flexible,t,2.0,Inner Richmond,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,113.0,154.63138
5241,strict_14_with_grace_period,t,1.0,Pacific Heights,Condominium,Entire home/apt,6.0,3.0,4.0,Real Bed,30.0,950.0,982.7067
2277,strict_14_with_grace_period,t,3.0,Noe Valley,House,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,135.0,151.30473
2578,strict_14_with_grace_period,t,6.0,Nob Hill,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,115.0,123.19779
1684,flexible,f,1.0,Bernal Heights,House,Entire home/apt,3.0,2.0,2.0,Real Bed,2.0,250.0,217.9683
3486,strict_14_with_grace_period,t,6.0,Bayview,House,Private room,2.0,1.0,1.0,Real Bed,1.0,75.0,68.050674
1863,strict_14_with_grace_period,f,2.0,Pacific Heights,Apartment,Entire home/apt,5.0,3.0,3.0,Real Bed,30.0,750.0,419.95755
5661,strict_14_with_grace_period,f,11.0,Downtown/Civic Center,Aparthotel,Private room,1.0,0.0,1.0,Real Bed,32.0,145.0,78.87008
6051,strict,f,852.0,Haight Ashbury,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,152.0,131.86418
6515,strict_14_with_grace_period,t,1.0,South of Market,Loft,Private room,1.0,1.0,1.0,Real Bed,1.0,199.0,147.81178
4710,flexible,t,3.0,Downtown/Civic Center,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,50.0,74.53969
1200,moderate,f,41.0,Nob Hill,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,141.0,125.21736
1468,moderate,f,3.0,Western Addition,House,Private room,1.0,1.0,1.0,Real Bed,2.0,120.0,98.783165
4870,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,1.0,69.0,92.977036
4095,strict_14_with_grace_period,t,1.0,North Beach,Condominium,Entire home/apt,4.0,1.0,2.0,Real Bed,30.0,151.0,182.80167
5367,flexible,f,43.0,Nob Hill,House,Private room,1.0,1.0,1.0,Real Bed,30.0,53.0,56.215103
2318,moderate,t,1.0,Noe Valley,Condominium,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,175.0,150.51984
1153,flexible,f,1.0,Castro/Upper Market,Condominium,Private room,2.0,1.0,1.0,Real Bed,2.0,145.0,130.16916
3412,moderate,f,1.0,Mission,Condominium,Entire home/apt,1.0,0.0,1.0,Real Bed,5.0,125.0,138.29051
5996,strict_14_with_grace_period,t,5.0,Ocean View,House,Private room,4.0,1.0,2.0,Real Bed,1.0,59.0,84.71408
2886,strict_14_with_grace_period,f,55.0,Downtown/Civic Center,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,39.0,51.817482
1426,flexible,t,2.0,Outer Sunset,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,93.0,94.52612
6023,strict_14_with_grace_period,f,2.0,South of Market,Condominium,Private room,1.0,1.0,1.0,Real Bed,1.0,130.0,113.5723
4237,moderate,t,1.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,74.0,113.706245
3122,strict_14_with_grace_period,t,87.0,Noe Valley,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,151.0,124.331535
4939,moderate,f,1.0,Mission,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,275.0,229.40927
5079,moderate,t,76.0,Western Addition,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,2.0,200.0,179.0521
2119,flexible,t,1.0,Outer Mission,House,Private room,2.0,1.0,1.0,Real Bed,2.0,103.0,87.268135
3649,flexible,t,3.0,West of Twin Peaks,House,Private room,3.0,2.0,2.0,Real Bed,2.0,171.0,188.74225
208,flexible,t,20.0,Financial District,Hostel,Shared room,5.0,1.0,5.0,Real Bed,1.0,45.0,184.06871
4149,strict_14_with_grace_period,t,31.0,Bayview,Apartment,Entire home/apt,5.0,3.0,3.0,Real Bed,30.0,160.0,151.28654
2821,flexible,f,1.0,Bernal Heights,Guest suite,Private room,2.0,1.0,1.0,Real Bed,2.0,115.0,113.24434
4570,strict_14_with_grace_period,f,1.0,Financial District,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,143.0,253.90392
620,strict_14_with_grace_period,f,2.0,North Beach,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,30.0,300.0,169.64035
3860,strict_14_with_grace_period,f,1.0,Inner Richmond,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,76.0,81.1019
5103,strict_14_with_grace_period,f,799.0,South of Market,Apartment,Entire home/apt,3.0,1.0,2.0,Real Bed,30.0,129.0,157.1902
6722,flexible,f,3.0,Western Addition,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,95.0,126.83136
6236,flexible,t,5.0,West of Twin Peaks,House,Private room,2.0,1.0,1.0,Real Bed,2.0,100.0,99.162865
1097,strict_14_with_grace_period,f,1.0,South of Market,Loft,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,191.0,178.08315
478,strict_14_with_grace_period,f,1.0,Noe Valley,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,30.0,189.0,161.59164
6715,strict_14_with_grace_period,t,10.0,Downtown/Civic Center,Serviced apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,4.0,1200.0,510.96378
1216,moderate,f,3.0,Potrero Hill,House,Private room,2.0,1.0,1.0,Real Bed,1.0,133.0,108.91836
3627,strict_14_with_grace_period,f,33.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,193.0,125.5524
5156,strict_14_with_grace_period,f,1.0,Mission,Apartment,Entire home/apt,3.0,1.0,2.0,Real Bed,4.0,175.0,178.35558
5218,strict_14_with_grace_period,t,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,83.0,87.89293
1196,strict_14_with_grace_period,f,1.0,Golden Gate Park,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,2.0,195.0,170.69435
1489,moderate,t,8.0,Downtown/Civic Center,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,129.0,97.31571
4375,strict_14_with_grace_period,f,1.0,Ocean View,House,Private room,1.0,1.0,1.0,Real Bed,3.0,95.0,67.34785
286,moderate,f,41.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,124.0,115.49358
550,flexible,f,1.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,297.0,150.94283
1075,strict_14_with_grace_period,f,3.0,Castro/Upper Market,House,Entire home/apt,6.0,3.0,3.0,Real Bed,2.0,425.0,446.19882
1653,strict_14_with_grace_period,f,1.0,North Beach,Condominium,Entire home/apt,4.0,2.0,4.0,Real Bed,25.0,300.0,248.37236
3407,strict_14_with_grace_period,f,1.0,Nob Hill,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,60.0,106.37762
4962,moderate,f,1.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,2.0,200.0,121.84838
6484,flexible,f,2.0,Bernal Heights,House,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,200.0,241.65854
3466,moderate,f,1.0,Noe Valley,House,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,325.0,258.76923
4909,flexible,f,2.0,Western Addition,House,Private room,4.0,2.0,4.0,Real Bed,30.0,299.0,167.80786
2143,flexible,f,1.0,Pacific Heights,House,Private room,2.0,1.0,1.0,Real Bed,1.0,150.0,158.84937
3267,moderate,f,852.0,Potrero Hill,House,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,276.0,256.20407
3435,moderate,f,1.0,Potrero Hill,Loft,Private room,2.0,1.0,1.0,Real Bed,2.0,120.0,128.63821
994,moderate,f,1.0,West of Twin Peaks,Condominium,Private room,2.0,1.0,1.0,Real Bed,3.0,80.0,123.147484
4630,flexible,t,4.0,Haight Ashbury,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,87.0,119.03627
401,strict_14_with_grace_period,t,1.0,North Beach,Condominium,Entire home/apt,6.0,3.0,3.0,Real Bed,2.0,699.0,466.0958
1020,strict_14_with_grace_period,f,1.0,Noe Valley,House,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,279.0,172.08861
2577,strict_14_with_grace_period,t,106.0,Downtown/Civic Center,Serviced apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,288.0,280.87546
747,strict_14_with_grace_period,f,2.0,Potrero Hill,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,250.0,247.7375
2987,moderate,t,2.0,Ocean View,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,108.0,95.31465
6883,flexible,f,1.0,Downtown/Civic Center,Apartment,Private room,1.0,1.0,1.0,Real Bed,31.0,60.0,84.99561
41,moderate,f,2.0,Bernal Heights,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,100.0,116.753876
6153,strict_14_with_grace_period,f,1.0,Russian Hill,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,150.0,186.92456
5524,flexible,f,3.0,Bernal Heights,Condominium,Private room,1.0,1.0,1.0,Real Bed,2.0,90.0,100.43882
4882,moderate,f,1.0,Castro/Upper Market,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,349.0,266.9404
6649,strict_14_with_grace_period,t,7.0,Chinatown,House,Private room,1.0,1.0,1.0,Real Bed,30.0,120.0,63.001266
4485,flexible,t,1.0,Pacific Heights,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,225.0,123.30791
2782,strict_14_with_grace_period,f,89.0,Downtown/Civic Center,Boutique hotel,Private room,4.0,2.0,2.0,Real Bed,1.0,195.0,207.2436
6358,strict_14_with_grace_period,t,165.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,167.0,148.64807
1650,moderate,t,1.0,Bernal Heights,Townhouse,Private room,2.0,1.0,1.0,Real Bed,1.0,80.0,102.10868
737,strict_14_with_grace_period,f,2.0,Noe Valley,Apartment,Entire home/apt,5.0,2.0,3.0,Real Bed,30.0,170.0,229.84894
1376,flexible,f,1.0,Noe Valley,House,Entire home/apt,2.0,1.0,1.0,Real Bed,4.0,155.0,196.18808
1946,strict_14_with_grace_period,f,3.0,Castro/Upper Market,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,1.0,397.0,284.96024
6683,flexible,f,43.0,Outer Richmond,House,Shared room,2.0,1.0,2.0,Real Bed,30.0,58.0,74.742615
6004,strict_14_with_grace_period,t,3.0,Outer Sunset,House,Private room,1.0,1.0,1.0,Real Bed,30.0,62.0,55.321514
5101,flexible,f,5.0,Inner Richmond,House,Private room,2.0,1.0,2.0,Real Bed,1.0,100.0,99.43135
1220,strict_14_with_grace_period,f,1.0,West of Twin Peaks,House,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,150.0,150.86125
4484,strict_14_with_grace_period,t,1.0,Mission,Condominium,Private room,2.0,1.0,3.0,Real Bed,1.0,479.0,140.02942
3843,flexible,f,1.0,Western Addition,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,165.0,153.16139
5559,moderate,f,3.0,Noe Valley,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,165.0,143.24896
1872,flexible,t,2.0,Western Addition,Condominium,Private room,1.0,1.0,1.0,Real Bed,2.0,95.0,117.34429
1055,strict_14_with_grace_period,t,3.0,Mission,Apartment,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,232.0,257.9115
7067,flexible,t,2.0,Bayview,House,Entire home/apt,6.0,4.0,5.0,Real Bed,3.0,399.0,319.9526
4301,moderate,f,1.0,Haight Ashbury,Apartment,Entire home/apt,4.0,1.0,1.0,Real Bed,2.0,250.0,177.76698
5999,flexible,t,1.0,Lakeshore,House,Private room,4.0,1.0,2.0,Real Bed,2.0,150.0,99.85711
2399,moderate,f,1.0,Downtown/Civic Center,Condominium,Entire home/apt,4.0,1.0,1.0,Real Bed,31.0,350.0,186.50237
3987,flexible,f,6.0,Downtown/Civic Center,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,100.0,109.99747
2828,strict_14_with_grace_period,f,3.0,Outer Richmond,House,Private room,2.0,1.0,1.0,Real Bed,2.0,99.0,106.43056
3124,flexible,t,31.0,Pacific Heights,Serviced apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,160.0,124.36259
4426,strict_14_with_grace_period,t,1199.0,Financial District,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,170.0,216.75015
3733,strict_14_with_grace_period,t,14.0,Parkside,Apartment,Private room,4.0,1.0,1.0,Real Bed,30.0,70.0,64.168434
6864,flexible,t,1.0,Ocean View,House,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,125.0,149.48822
4610,moderate,f,41.0,Downtown/Civic Center,Condominium,Entire home/apt,2.0,0.0,1.0,Real Bed,180.0,145.0,133.11974
5714,strict_14_with_grace_period,t,4.0,Marina,House,Entire home/apt,6.0,4.0,3.0,Real Bed,30.0,667.0,492.86328
5056,moderate,f,852.0,Nob Hill,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,172.0,139.04056
167,strict_14_with_grace_period,t,1.0,North Beach,Serviced apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,182.0,167.97546
833,strict_14_with_grace_period,f,1.0,Mission,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,145.0,123.36097
6025,moderate,f,3.0,Excelsior,House,Entire home/apt,10.0,5.0,4.0,Real Bed,3.0,550.0,525.0713
4396,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,80.0,86.22489
6769,flexible,t,1.0,Haight Ashbury,House,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,800.0,279.66232
1935,flexible,f,4.0,Parkside,House,Private room,2.0,1.0,1.0,Real Bed,1.0,80.0,83.27188
549,strict_14_with_grace_period,f,3.0,Castro/Upper Market,Townhouse,Private room,2.0,1.0,1.0,Real Bed,30.0,75.0,101.722565
248,moderate,f,1.0,Castro/Upper Market,Cottage,Private room,1.0,1.0,1.0,Real Bed,3.0,99.0,100.86297
6271,strict_14_with_grace_period,t,165.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,167.0,148.64807
1084,strict_14_with_grace_period,f,1.0,Potrero Hill,House,Entire home/apt,3.0,1.0,1.0,Real Bed,5.0,210.0,171.93298
296,strict_14_with_grace_period,f,4.0,Glen Park,Apartment,Entire home/apt,5.0,3.0,3.0,Real Bed,30.0,190.0,247.88857
2127,moderate,t,28.0,Downtown/Civic Center,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,110.0,97.513466
1331,strict_14_with_grace_period,t,1.0,Mission,House,Entire home/apt,6.0,3.0,3.0,Real Bed,3.0,249.0,354.0649
3809,moderate,t,1.0,Outer Sunset,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,4.0,180.0,197.71082
1796,flexible,f,1.0,Mission,Apartment,Private room,1.0,1.0,1.0,Real Bed,2.0,100.0,102.32407
5408,moderate,t,4.0,Pacific Heights,Condominium,Private room,2.0,1.0,1.0,Real Bed,2.0,129.0,211.88455
5575,moderate,t,3.0,South of Market,Apartment,Entire home/apt,2.0,0.0,2.0,Real Bed,30.0,125.0,128.16264
3662,strict_14_with_grace_period,f,1.0,Marina,Apartment,Entire home/apt,7.0,3.0,3.0,Real Bed,3.0,800.0,560.24286
6669,flexible,t,1.0,Financial District,Condominium,Private room,3.0,1.0,1.0,Real Bed,1.0,299.0,160.85138
4853,strict_14_with_grace_period,t,87.0,Mission,Apartment,Entire home/apt,5.0,2.0,2.0,Real Bed,30.0,146.0,184.75705
100,strict_14_with_grace_period,f,41.0,Excelsior,House,Private room,2.0,1.0,1.0,Real Bed,30.0,43.0,47.84389
3515,strict_14_with_grace_period,f,64.0,Russian Hill,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,170.0,133.39822
5158,moderate,t,2.0,Castro/Upper Market,Apartment,Private room,5.0,1.0,3.0,Real Bed,2.0,130.0,153.64827
176,strict_14_with_grace_period,f,1.0,Mission,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,7.0,245.0,259.02698
6387,flexible,t,3.0,Parkside,House,Private room,2.0,1.0,1.0,Real Bed,30.0,65.0,65.97191
3215,flexible,t,12.0,Financial District,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,32.0,59.0,118.24238
5785,strict_14_with_grace_period,f,33.0,Mission,Condominium,Entire home/apt,8.0,4.0,4.0,Real Bed,30.0,378.0,424.52554
2305,strict_14_with_grace_period,f,1.0,Noe Valley,Condominium,Entire home/apt,6.0,3.0,6.0,Real Bed,30.0,340.0,575.9438
3246,strict_14_with_grace_period,f,2.0,Twin Peaks,House,Entire home/apt,5.0,2.0,2.0,Real Bed,3.0,159.0,307.08975
3576,strict_14_with_grace_period,f,1.0,Bayview,Condominium,Private room,1.0,1.0,1.0,Real Bed,60.0,59.0,68.12374
798,moderate,f,4.0,Western Addition,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,30.0,175.0,145.11751
2226,strict_14_with_grace_period,f,33.0,South of Market,Serviced apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,144.0,146.09276
4714,flexible,f,10.0,Nob Hill,House,Private room,2.0,1.0,1.0,Real Bed,180.0,60.0,101.2305
1499,moderate,t,3.0,Inner Richmond,House,Private room,2.0,1.0,1.0,Real Bed,1.0,75.0,105.166595
5654,moderate,t,35.0,Haight Ashbury,Hostel,Shared room,2.0,1.0,2.0,Real Bed,1.0,100.0,83.179276
2064,moderate,t,2.0,South of Market,Apartment,Private room,1.0,1.0,1.0,Futon,30.0,120.0,92.92954
2416,moderate,f,1.0,Mission,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,30.0,175.0,178.76955
346,strict_14_with_grace_period,f,1.0,Western Addition,House,Private room,2.0,1.0,1.0,Real Bed,1.0,119.0,125.070755
6734,strict_14_with_grace_period,t,10.0,Russian Hill,Apartment,Entire home/apt,9.0,3.0,5.0,Real Bed,2.0,695.0,521.738
1804,moderate,t,1.0,Potrero Hill,House,Entire home/apt,2.0,2.0,2.0,Real Bed,3.0,265.0,198.62978
4406,moderate,f,852.0,Mission,Apartment,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,207.0,240.85628
5565,strict_14_with_grace_period,f,1.0,South of Market,Loft,Entire home/apt,5.0,2.0,4.0,Real Bed,30.0,410.0,322.22894
681,flexible,f,2.0,Bernal Heights,Apartment,Private room,5.0,2.0,1.0,Real Bed,2.0,76.0,187.08304
2234,strict_14_with_grace_period,f,1.0,Pacific Heights,Apartment,Entire home/apt,6.0,3.0,4.0,Real Bed,30.0,225.0,503.16074
2685,flexible,t,28.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,110.0,157.94765
3984,moderate,f,4.0,Haight Ashbury,Apartment,Private room,1.0,1.0,1.0,Real Bed,2.0,75.0,98.761246
2099,strict_14_with_grace_period,f,1.0,Nob Hill,Condominium,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,119.0,168.63564
87,strict_14_with_grace_period,f,41.0,Excelsior,House,Private room,2.0,1.0,1.0,Real Bed,30.0,40.0,47.84389
465,moderate,f,6.0,Bernal Heights,Boutique hotel,Private room,1.0,1.0,1.0,Real Bed,30.0,59.0,70.933914
5835,moderate,t,3.0,Mission,House,Private room,2.0,1.0,1.0,Real Bed,1.0,280.0,107.139755
6733,strict_14_with_grace_period,t,8.0,Mission,House,Private room,3.0,1.0,2.0,Real Bed,1.0,69.0,102.660706
3980,moderate,t,4.0,Outer Richmond,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,73.0,105.65186
3851,strict_14_with_grace_period,f,10.0,Lakeshore,Guesthouse,Entire home/apt,8.0,2.0,4.0,Real Bed,1.0,150.0,205.13054
3135,moderate,f,2.0,Castro/Upper Market,Condominium,Entire home/apt,6.0,3.0,3.0,Real Bed,4.0,740.0,384.27765
5780,strict_14_with_grace_period,t,5.0,Pacific Heights,House,Private room,2.0,1.0,1.0,Real Bed,3.0,199.0,132.22075
1407,flexible,f,25.0,North Beach,Bed and breakfast,Shared room,4.0,1.0,4.0,Real Bed,1.0,38.0,111.21826
2583,moderate,f,1.0,Western Addition,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,159.0,196.76695
1787,strict_14_with_grace_period,f,2.0,Noe Valley,House,Entire home/apt,6.0,4.0,4.0,Real Bed,7.0,710.0,518.62067
1411,strict_14_with_grace_period,t,1.0,Bayview,Guest suite,Entire home/apt,3.0,1.0,2.0,Real Bed,2.0,95.0,107.973816
6390,strict_14_with_grace_period,t,3.0,Ocean View,House,Private room,2.0,1.0,1.0,Real Bed,2.0,69.0,74.041824
2534,strict_14_with_grace_period,t,4.0,South of Market,House,Private room,2.0,1.0,1.0,Real Bed,1.0,100.0,122.94027
5637,moderate,f,852.0,South of Market,Apartment,Entire home/apt,2.0,0.0,0.0,Real Bed,30.0,125.0,122.56098
157,strict_14_with_grace_period,f,41.0,Excelsior,House,Private room,2.0,1.0,1.0,Real Bed,30.0,40.0,47.84389
351,strict_14_with_grace_period,t,1.0,Mission,Apartment,Entire home/apt,3.0,2.0,2.0,Real Bed,3.0,195.0,215.74591
1841,flexible,f,1.0,Western Addition,Apartment,Entire home/apt,3.0,0.0,1.0,Real Bed,90.0,132.0,141.40869
3395,flexible,t,28.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,1.0,70.0,94.6836
1447,strict_14_with_grace_period,t,2.0,Noe Valley,House,Entire home/apt,8.0,3.0,3.0,Real Bed,3.0,575.0,486.30466
4730,strict_14_with_grace_period,f,2.0,Downtown/Civic Center,Apartment,Entire home/apt,6.0,2.0,2.0,Real Bed,2.0,369.0,252.33514
1570,moderate,f,1.0,Castro/Upper Market,Condominium,Entire home/apt,2.0,1.0,2.0,Real Bed,3.0,400.0,185.39917
6091,moderate,f,1.0,Noe Valley,Condominium,Entire home/apt,4.0,1.0,1.0,Real Bed,1.0,220.0,184.02373
5109,flexible,t,1.0,Western Addition,House,Entire home/apt,11.0,3.0,7.0,Real Bed,1.0,350.0,795.4809
5387,moderate,t,1.0,Visitacion Valley,House,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,101.0,104.68676
6875,flexible,t,2.0,Inner Sunset,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,47.0,87.003136
3290,flexible,t,1.0,Mission,Guest suite,Private room,2.0,1.0,1.0,Real Bed,2.0,165.0,115.14169
